rootsid,Outflows,Inflows,Netflow_Ratio,Year,Period
101,1657.0,1234.0,-0.15,1900,1900 - 1909
102,94.0,106.0,0.06,1900,1900 - 1909
104,397.0,521.0,0.14,1900,1900 - 1909
105,3435.0,2652.0,-0.13,1900,1900 - 1909
106,893.0,2540.0,0.48,1900,1900 - 1909
107,1313.0,2033.0,0.22,1900,1900 - 1909
109,210.0,300.0,0.18,1900,1900 - 1909
110,174.0,136.0,-0.12,1900,1900 - 1909
111,154.0,166.0,0.04,1900,1900 - 1909
112,356.0,630.0,0.28,1900,1900 - 1909
113,1257.0,975.0,-0.13,1900,1900 - 1909
114,2.0,1.0,-0.33,1900,1900 - 1909
115,11.0,9.0,-0.1,1900,1900 - 1909
116,1182.0,2559.0,0.37,1900,1900 - 1909
117,3857.0,2841.0,-0.15,1900,1900 - 1909
118,2804.0,2108.0,-0.14,1900,1900 - 1909
119,4240.0,2459.0,-0.27,1900,1900 - 1909
120,4071.0,3838.0,-0.03,1900,1900 - 1909
121,2555.0,1445.0,-0.28,1900,1900 - 1909
122,735.0,825.0,0.06,1900,1900 - 1909
123,241.0,315.0,0.13,1900,1900 - 1909
124,420.0,474.0,0.06,1900,1900 - 1909
125,626.0,832.0,0.14,1900,1900 - 1909
126,1386.0,1753.0,0.12,1900,1900 - 1909
127,1732.0,1675.0,-0.02,1900,1900 - 1909
128,861.0,743.0,-0.07,1900,1900 - 1909
129,5794.0,3811.0,-0.21,1900,1900 - 1909
130,476.0,951.0,0.33,1900,1900 - 1909
131,2288.0,2041.0,-0.06,1900,1900 - 1909
132,177.0,238.0,0.15,1900,1900 - 1909
133,232.0,279.0,0.09,1900,1900 - 1909
134,361.0,591.0,0.24,1900,1900 - 1909
135,495.0,1192.0,0.41,1900,1900 - 1909
136,1156.0,1372.0,0.09,1900,1900 - 1909
137,1115.0,837.0,-0.14,1900,1900 - 1909
138,794.0,1709.0,0.37,1900,1900 - 1909
139,2534.0,2462.0,-0.01,1900,1900 - 1909
140,4836.0,10268.0,0.36,1900,1900 - 1909
141,889.0,1677.0,0.31,1900,1900 - 1909
142,1857.0,1562.0,-0.09,1900,1900 - 1909
143,6.0,6.0,0.0,1900,1900 - 1909
144,130.0,204.0,0.22,1900,1900 - 1909
145,490.0,439.0,-0.05,1900,1900 - 1909
146,1028.0,1592.0,0.22,1900,1900 - 1909
147,2340.0,1589.0,-0.19,1900,1900 - 1909
148,5061.0,5081.0,0.0,1900,1900 - 1909
149,1.0,0.0,-1.0,1900,1900 - 1909
150,1851.0,1405.0,-0.14,1900,1900 - 1909
151,249.0,249.0,0.0,1900,1900 - 1909
152,1357.0,1148.0,-0.08,1900,1900 - 1909
153,1075.0,2831.0,0.45,1900,1900 - 1909
154,1535.0,1394.0,-0.05,1900,1900 - 1909
155,1302.0,1110.0,-0.08,1900,1900 - 1909
156,499.0,728.0,0.19,1900,1900 - 1909
157,0.0,3.0,1.0,1900,1900 - 1909
158,103.0,125.0,0.1,1900,1900 - 1909
