rootsid,Outflows,Inflows,Netflow_Ratio,Year,Period
101,4987.0,4081.0,-0.1,1840,1840 - 1849
102,43.0,63.0,0.19,1840,1840 - 1849
104,18.0,15.0,-0.09,1840,1840 - 1849
105,1701.0,3802.0,0.38,1840,1840 - 1849
106,109.0,374.0,0.55,1840,1840 - 1849
107,80.0,84.0,0.02,1840,1840 - 1849
109,623.0,555.0,-0.06,1840,1840 - 1849
110,303.0,282.0,-0.04,1840,1840 - 1849
111,104.0,112.0,0.04,1840,1840 - 1849
112,374.0,780.0,0.35,1840,1840 - 1849
113,3994.0,2990.0,-0.14,1840,1840 - 1849
115,4.0,4.0,0.0,1840,1840 - 1849
116,22.0,33.0,0.2,1840,1840 - 1849
117,6099.0,9103.0,0.2,1840,1840 - 1849
118,6451.0,7083.0,0.05,1840,1840 - 1849
119,2100.0,6387.0,0.51,1840,1840 - 1849
120,163.0,234.0,0.18,1840,1840 - 1849
121,5016.0,3825.0,-0.13,1840,1840 - 1849
122,702.0,1310.0,0.3,1840,1840 - 1849
123,539.0,509.0,-0.03,1840,1840 - 1849
124,718.0,558.0,-0.13,1840,1840 - 1849
125,1191.0,1236.0,0.02,1840,1840 - 1849
126,984.0,2712.0,0.47,1840,1840 - 1849
127,67.0,174.0,0.44,1840,1840 - 1849
128,2568.0,3931.0,0.21,1840,1840 - 1849
129,4184.0,7888.0,0.31,1840,1840 - 1849
130,71.0,71.0,0.0,1840,1840 - 1849
131,304.0,347.0,0.07,1840,1840 - 1849
132,9.0,10.0,0.05,1840,1840 - 1849
133,534.0,477.0,-0.06,1840,1840 - 1849
134,710.0,603.0,-0.08,1840,1840 - 1849
135,26.0,67.0,0.44,1840,1840 - 1849
136,5815.0,3392.0,-0.26,1840,1840 - 1849
137,3215.0,1494.0,-0.37,1840,1840 - 1849
138,7.0,30.0,0.62,1840,1840 - 1849
139,9581.0,5987.0,-0.23,1840,1840 - 1849
140,108.0,249.0,0.39,1840,1840 - 1849
141,120.0,691.0,0.7,1840,1840 - 1849
142,4390.0,3005.0,-0.19,1840,1840 - 1849
143,3.0,10.0,0.54,1840,1840 - 1849
144,262.0,243.0,-0.04,1840,1840 - 1849
145,2039.0,832.0,-0.42,1840,1840 - 1849
146,8.0,7.0,-0.07,1840,1840 - 1849
147,7813.0,3998.0,-0.32,1840,1840 - 1849
148,745.0,3927.0,0.68,1840,1840 - 1849
149,0.0,1.0,1.0,1840,1840 - 1849
150,84.0,1048.0,0.85,1840,1840 - 1849
151,890.0,681.0,-0.13,1840,1840 - 1849
152,6221.0,4772.0,-0.13,1840,1840 - 1849
153,112.0,147.0,0.14,1840,1840 - 1849
154,3297.0,3581.0,0.04,1840,1840 - 1849
155,614.0,3256.0,0.68,1840,1840 - 1849
156,37.0,57.0,0.21,1840,1840 - 1849
157,6.0,3.0,-0.33,1840,1840 - 1849
158,4.0,15.0,0.58,1840,1840 - 1849
